id,isi,link,judul,images,tanggal
62,"Prestasi membanggakan kembali diraih oleh siswa SMA Negeri 1 Seririt. Kali ini siswa kelas XII atas nama Putu Surya Astiti berhasil meraih Juara III Lomba Esai antar SMA/SMK/Sederajat tingkat nasional yang diselenggarakan oleh KMHD  YBV Universitas Pendidikan Ganesha dari tanggal 14 September s.d 13 Oktober 2024. \r\n\r\nDikonfirmasi pada Selasa (22/10) tadi, siswa asal Desa Sulanyah ini mengatakan selama mengikuti lomba banyak sekali persiapan yang harus dilakukan. Selain bimbingan dari pembina  Putu Eka Setia Dewi, S.Pd.,  guru bahasa Indonesia juga ikut membantunya dalam memberikan pertimbangan kaidah penulisan. Setelah melalui berbagai revisi, akhirnya dirinya berhasil menjadi salah satu finalis lomba esai tingkat nasional. \r\n\r\nLebih lanjut, dirinya juga mengaku senang karena setelah beberapa kali mencoba mengikuti lomba esai  baru kali ini bisa meraih juara terlebih di tingkat nasional. Hal ini tentunya berkat doa disertai pembinaan dan dukungan dari berbagai pihak yang selalu membantunya selama persiapan hingga bisa bersaing dengan ratusan peserta. \r\n\r\nKeberhasilannya meraih Juara III ini pun akhirnya berbuah manis dengan diberikan reward diterima pada semua prodi pilihan di Undiksha kecuali pada Fakultas Kedokteran. Hal ini membuat Surya  mengaku merasa sangat bersyukur dan bangga terlebih dirinya memang bercita-cita menjadi guru. \r\n\r\nDirinya berharap, siswa yang lain utamanya yang tergabung dalam  ekstrakurikuler KIR bisa lebih menggali potensinya dalam bidang karya ilmiah dan tidak mudah menyerah. ""Lebih baik mencoba berulang kali, dari pada tidak pernah sama sekali” ungkap Surya. (hms/mus)",https://www.instagram.com/p/DBbetTDTAL0/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,???? ????? ?????? ???? ????? ??? ????? ???? ??????? ???????? ?? ????????,bfcef3943fa4154663d0c9afc9d3a8df.jpg,2024-10-22
63,"Berselang beberapa minggu, Made Mahesa Arya Joe Moreno kembali mendulang prestasi. Setelah sebelumya sukses meraih juara 2 Poetry Reading Contest se-Bali, kali ini dirinya kembali meraih juara 2  Lomba Tourism Vlog Contest tingkat SMA/SMK se-Kabupaten Buleleng yang diselenggarakan oleh UKM Bahasa Inggris STAHN Mpu Kuturan Singaraja pada tanggal 24 Oktober 2024. \r\n\r\nDikonfirmasi mengenai persiapannya, Moreno mengatakan dirinya mendaftar seminggu sebelum pengumpulan terakhir video. Awalnya, peserta vlog ini sebanyak 20 orang dan dipilih 10 besar. Setelah diseleksi lagi dirinya pun akhirnya ditetapkan  menjadi juara 2. \r\n\r\nSelama persiapan dirinya dibina oleh Ni Wayan Budiari, S.Pd atau yang akrab disapa Miss Budiari mengenai cara public speaking untuk presentasi.  “Saya terus berlatih, sempat terkendala text yang saya gunakan melenceng dari materi yang harusnya dipresentasikan, dan akhirnya saya presentasi final tanpa text dan syukur bisa menjadi juara” ukap Moreno. \r\n\r\nDirinya merasa senang dan berterimakasih kepada pihak-pihak serta pembina yang selalu mendukung dan melatihnya. Harapannya, kemampuan dapat lebih meningkat lagi dalam bidang akademik untuk eksistensi SMA Negeri 1 Seririt. (hms/mus)",https://www.instagram.com/p/DBtr3CXzOMn/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"??????? ?????? ???????, ???? ?????? ???? ??? ?????? ???? ?????? ???? ????? ?? ????? ??????? ???? ???",90d951c6b49a1691acd73f08841ad67f.jpg,2024-10-29
64,"I Gusti Bagus Angga Prasetia, salah satu siswa berprestasi SMA Negeri 1 Seririt  kembali menunjukkan eksistensinya dalam bidang bulutangkis. Kali ini,  dirinya berhasil meraih Juara I tunggal taruna putra dan juara III ganda taruna putra dalam Kejuaraan Bulutangkis Undiksha Open II se-Indonesia yang berlangsung di Undiksha pada  tanggal 23 s.d 27 Oktober 2024.\r\n\r\nDikonfirmasi mengenai raihannya, dirinya mengatakan sudah mempersiapkan diri sejak jauh-jauh hari tepatnya 1 bulan sebelum pertandingan dimulai. Dengan usaha yang keras akhirnya  dirinya berhasi meraih juara “ Ya benar ternyata usaha tidak menghianati hasil, dari latihan yang rutin saya bisa membawa juara lagi” ungkap Angga. \r\n\r\nDirinya sendiri selama ini dilatih oleh orang tuanya yang juga pembina ekstrakurikuler bulutangkis di SMA Negeri 1 Seririt yaitu I Gusti Bagus Suarjana. Banyak prestasi yang selama ini sudah diraih dalam berbagai tingkat, baik kabupaten, provinsi maupun nasional. \r\n\r\nDitanya mengenai kesannya dirinya mengatakan sangat senang apalagi ini merupakan pertandingan open yang di hadiri bukan dari Bali saja. Meskipun sudah sering meraih juara I dirinya tetap berharap semoga prestasi yang dirainya terus  meningkat lagi dalam skala yang lebih besar. (hms/mus)",https://www.instagram.com/p/DBtsD9ITuyn/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,? ????? ????? ????? ???????? ???? ????? ? ??? ??? ????? ????????? ??????????? ???????? ???? ?? ??-??,f9f0f16078b2d458e4549d3613c5f8fc.jpg,2024-10-29
65,"Prestasi membanggakan kembali diraih siswa Smanser.  Kali ini prestasi datang dari bidang Sosiologi yaitu Juara I  Olimpiade Bidang Sosiologi  antar SMA/SMK Tingkat Nasional yang diselenggarakan oleh HMJ Sejarah, Sosiologi, dan Perpustakaan Universitas Pendidikan Ganesha pada tanggal 28 Oktober 2024 kemarin. Tim Smanser diperkuat oleh   Naomi Himawari, Ketut Riang Dwi Cahyani, dan Komang Dinda Primayanti.\r\n\r\nDikonfirmasi mengenai persiapan, Naomi Himawari sebagai ketua tim mengatakan selama ini dirinya bersama tim melakukan pembinaan dan diskusi bersama melalui latihan soal secara offline dan online. Di samping itu, timnya juga  juga sering membahas atau membedah materi yang diberikan melalui kisi-kisi dengan didampingi guru pembina Ida Ayu Komang Dina Lestariani, S.Pd. \r\n\r\nAtas raihan ini, Naomi bersama tim mengaku sangat senang karena bisa menorehkan juara I pada olimpiade ini. Awalnya, dirinya tidak menyangka karena olimpiade ini  lingkup nasional sehingga saingannya cukup ketat. “Kami sangat berterima kasih kepada seluruh anggota tim kami atas kerja samanya dan pembina yang telah senantiasa membimbing dan mendukung kami. Harapannya semoga tahun depan prestasi ini terus dapat dipertahankan” ungkap Naomi. \r\n\r\nSementara itu, Kepala SMA Negeri 1 Seririt Ngurah Putu Wiswayana, S.Pd., M.Pd menyampaikan apresiasi dan terima kasih kepada siswa dan pembina yang telah mengharumkan nama sekolah di kancah nasional. Prestasi ini membuktikan bahwa siswa SMA Negeri 1 Seririt punya potensi yang harus terus dikembangkan agar mampu berprestasi dalam berbagai bidang. (hms/mus)",https://www.instagram.com/p/DBv1L5UzHKe/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ???????? ??? ???? ????? ? ????????? ?????? ????????? ??????? ????????,af8066a184b0307a8f357fca8007b006.jpg,2024-10-30
66,"Prestasi tingkat nasional kembali ditorehkan oleh siswa SMA Negeri 1 Seririt. Kali ini siswa atas nama Ni Luh Putu Novelinda Melani Putri berhasil meraih Juara III Lomba Menulis Opini tingkat Nasional yang diselenggarakan oleh Badan Eksekutif Mahasiswa Fakultas Bahasa dan Seni Universitas Pendidikan Ganesha pada tanggal 13 Oktober 2024 lalu. \r\n\r\nDikonfirmasi terkait raihan ini, siswa kelas X.2 Ini menuturkan bahwa  lomba ini adalah pengalaman pertama baginya. Selama persiapan dirinya juga didampingi oleh pembina Ida Ayu Kade Dwijayanti, S.Pd  terutama dalam hal penulisan kata baku sesuai KBBI dan format penulisan sesuai dengan kriteria penilaian. Kesulitan juga dialaminya karena mengingat tema ""Atensi Pemerintahan dalam Kekerasan di Satuan Pendidikan Indonesia"" dengan subtema ""Optimalisasi Pemerintah pada Tri Pusat Pendidikan"" cukup baru baginya. “Meskipun terasa berat namun dengan bantuan pembina ide mulai mengalir dengan sangat baik sampai saya bisa percaya diri dengan hasil karya saya’ ungkap Melani. \r\n\r\nDirinya mengaku senang dan bahagia karena bisa bersaing dengan dengan kategori umum. Begitu mendengar namanya tercantum sebagai juara, Melani mengaku bangga dan bersyukur. Prestasi ini menjadi langkah awal yang sangat berarti dan mendorongnya untuk terus berkembang di dunia tulis-menulis, mengingat kegiatan ini sangat berpengaruh dengan cita citanya yang ingin menjadi jurnalis internasional. \r\n\r\nTerakhir, dirinya berharap prestasi dan perjuangannya  bisa menjadi inspirasi bagi yang lain  untuk terus mengasah minat dan bakatnya masing-masing. Baginya masa SMA adalah waktu yang berharga untuk menggali potensi dan menemukan hal yang benar-benar disukai. Dirinya  juga akan terus mengembangkan bakat menulisnya agar kelak bisa menjadi lebih membanggakan lagi. (hms/mus)",https://www.instagram.com/p/DB1UKv5zb04/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,?? ??? ???? ????????? ?????? ????? ?????? ???? ????? ??? ????? ????? ??????? ????????,e1704b4c50c52c6149e7dbb08a4608ac.jpg,2024-11-01
67,"Prestasi membanggakan kembali diraih oleh siswa SMA Negeri 1 Seririt. Kali ini Tim Film Pendek berhasil meraih Juara II Lomba Short Film Nasional yang diselenggarakan oleh Badan Eksekutif Mahasiswa Universitas Pendidikan Ganesha pada tanggal 10 s.d 17 Oktober 2024 lalu. \r\n\r\nTim Smanser beranggotakan 10 orang yaitu I Made Satrya Palguna,  Putu Wisnu Suyastama,  Putu Dimas Satria Wibawa,  Ni Luh Aura Natania, Ni Kadek Vika Oktaviani, Komang Ayu Apriliani, Kadek Diana Putra,  I Made Widya Raditya,  I Gusti Bagus Ardiyanta Satya Wibawa,  dan I Gusti Ayu Putu Widya Udgitha Pratiwi. \r\n\r\nKetua tim I Made Satrya Palguna mengatakan  persiapan lomba ini terbilang singkat bahkan hanya seminggu. Namun dirinya berusaha meyakinkan anggotanya untuk bisa memenuhi target. Dimulai dari pembahasan konsep dan penyusunan naskah,  pengambilan video, editing dan sampai final.  Selama proses tersebut saya bersama rekan tim seluruhnya bekerja ekstra untuk mendapatkan hasil yang terbaik Dirinya bersama tim  juga sempat pesimis melihat saingan dari berbagai kampus bahkan ada dari luar Bali. Namun, dirinya tetap percaya diri bahwa proses tidak akan menghianati hasil. “Kami berterima kasih kepada seluruh anggota tim dan pembina Bapak Gede Aan Karisma, S.Pd atas tenaga, waktu, keringat yang telah bekerja keras hingga akhir” ungkapnya. \r\n\r\nAtas raihan ini, Palguna dan tim mengaku sangat senang dikarenakan bisa memberikan hasil yang terbaik dan dari juara ini akan dijadikan bahan refleksi untuk menjadi lebih baik ke depannya. Dirinya yang punya cita-cita menjadi film maker ini mengaku akan terus mengembangkan bakatnya dalam dunia perfilman. (hms/mus)",https://www.instagram.com/p/DB1UOr7zlWt/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??? ???? ?????? ??????? ???? ????? ?? ????? ????? ???? ???????? ?? ????????,39b5d9a88dc3955fa13596e73cd7d256.jpg,2024-11-01
68,"Siswa SMA Negeri 1 Seririt kembali mengukir prestasi. Kali ini Glory Dance Smanser berhasil meraih Juara II dalam  Lomba Modern Dance  Tingkat SMA/SMK se-Bali  yang diselenggarakan  oleh Fakultas Ekonomi Undiksha pada tanggal 30 Oktober 2024 lalu. \r\n\r\nTim Glory Dance beranggotakan 7 orang yaitu Shaira Rise Fitriani, Putu Melan Melinda, Made Melin Melianda, Putu Candra Adi Pratiwi, Kadek Christina Helynsia,  Kadek Chelsea Agustin , dan Ni Luh Dewi Asrining. Tim didampingi pembina Cris Satrya Pratama, S.E. \r\n\r\nKetua tim Shaira Rise Fitriani  ketika ditanya mengenai persiapannya mengatakan dirinya bersama tim telah melakukan persiapan sejak bulan September atau sebulan jelang lomba. “Karena lomba kali ini sangat bergengsi, bahkan diikuti oleh 11  tim dari berbagai SMA/SMK di Bali, tentu sangat memotivasi kami untuk lebih keras berlatih, bahkan latihan kami lakukan hampir setiap hari tanpa libur. Dengan persiapan yang matang, kami berhasil meraih juara 2 dalam kompetisi ini” ungkap Shaira. \r\n\r\nAtas raihan ini, dirinya mengaku sangat senang karena telah berhasil mengungguli  tim lain yang tentunya masing masing tim memiliki skill atau kemampuan yang hebat dalam dance. Dirinya dan tim juga  merasa bangga karena perjuangannya bersama pelatih selama ini terbayarkan dengan juara. Dirinya berharap agar Glory Dance bisa terus bersinar dan terus menghasilkan prestasi untuk membanggakan SMA Negeri 1 Seririt. (hms/mus)",https://www.instagram.com/p/DB-4MNXzwnQ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ????? ??????? ???? ????? ?? ????? ?????? ????? ??????? ???/??? ??-????,bdf6ad788e5e28f027a7c7f3dfa75c3c.jpg,2024-11-06
69,"Prestasi membanggakan siswi SMA Negeri 1 Seririt kembali diraih oleh Desak pada Lomba Penyiar Radio Tingkat Umum se-Indonesia yang diselenggarakan oleh Public Speaking Bali pada Minggu (10/11) kemarin. \r\n\r\nDesak Putu Ayu Dina Candradewi berasal dari Banjar Dinas Kelodan Desa Ringdikit dengan segala persiapannya untuk raih prestasi ia berkata ""Untuk persiapan lombanya tidak ada yang terlalu berat, karena script penyiar radionya sudah disediakan oleh panitia dan saya hanya perlu mengolah kata untuk melakukan improvisasi dan menentukan nada bicara yang pas untuk digunakan."" \r\n\r\nTentunya dengan diumumkannya prestasi sebagai juara 3 merupakan suatu hal yang sangat membanggakan untuk nya. ""Berkat hal ini pasti ada rasa terkejut dan tidak menyangka akan mendapat kesempatan meraih juara karena teman-teman seperjuangan yang lain juga menampilkan penampilan yang luar biasa."" ujarnya.\r\n\r\nDengan prestasi yang telah diraih, Desak kembali berharap untuk kedepannya semoga ia bisa lebih mengembangkan skill di bidang penyiar radio lagi agar bisa menjadi lebih mahir dalam bidangnya, karena Desak sendiri merasa sangat menikmati selama berlatih menjadi seorang penyiar, serta dapat menginspirasi siswa/i lainnya untuk meraih prestasi.\r\nKontributor: [Indri Purnama Dewi]",https://www.instagram.com/p/DCWCw9ZTCol/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ???? ??? ???? ?????????? ???????? ???????? ???????? ???? ????? ? ????? ??????? ????? ??????? ?,011823bbe129d92160e2e458b508da86.jpg,2024-11-14
70,"SMA Negeri 1 Seririt berhasil meraih prestasi gemilang dalam Kejuaraan 3x3 Buleleng Champion League yang diselenggarakan oleh Perbasi Buleleng pada 14 s.d 17 November  kemarin. Dengan semangat juang yang tak kenal lelah, tim SMA Negeri 1 Seririt berhasil meraih dua posisi bergengsi yakni Juara 1 dan Juara 3 pada kompetisi yang diikuti oleh tim-tim dari SMA dan klub se-Bali\r\n\r\nTim Juara 1 yang mengukir sejarah kemenangan yaitu I Made Adi Ambara Putra, Komang Dipa Maha Putra, I Komang Deva Cahyadi Putra, Kadek Dwipa Sastra Wiguna.\r\nSementara itu, Tim Juara 3 yang juga berhasil menunjukkan performa luar biasa yaitu Putu Dylan Vedatama, Putu Dey Akka, Kadek Aprillo Satya Mahendra, Ricko Dika Oktaviano.\r\n\r\nPutu Agus Suar Ekkar Yasa, S.Pd., selaku Pembina tim mengungkapkan kebanggaannya terhadap pencapaian ini. “Ini adalah buah dari kerja keras, dedikasi, dan semangat yang tinggi, meskipun waktu persiapan terbatas tim berhasil menunjukkan kualitas dan kekompakan yang luar biasa”, ungkap Pembina Agus Suar.\r\n\r\nPerasaan penuh kebahagiaan juga menyelimuti tim juara, terutama Putu Dylan Vedatama yang mengungkapkan rasa senangnya bisa meraih juara 1 dengan waktu persiapan yang terbatas. “Senang dan tidak menyangka bisa mendapatkan juara 1, kami semua hanya punya waktu sekitar seminggu untuk latihan, tapi semangat dan kerja keras kami membuahkan hasil yang luar biasa”, ungkapnya. \r\n\r\nHarapan ke depannya, tim Smanser tidak akan berhenti di sini. “Semoga kami bisa terus meraih kemenangan di event-event berikutnya, dan terus mengharumkan nama sekolah,” ungkap Dylan dengan penuh optimisme.\r\n\r\nKontributor: [Elsy Wiantari dan Wina Apriliani]",https://www.instagram.com/p/DCiXe8ozWq1/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"???????? ??????????????, ??? ?????? ????? ??????? ???? ????? ? ????? ????????? ??? ???????? ????????",d658c96eb41b58a25d9cd670c4a0dd60.jpg,2024-11-20
71,"SMA Negeri 1 Seririt berhasil meraih prestasi gemilang dalam Kejuaraan 3x3 Buleleng Champion League yang diselenggarakan oleh Perbasi Buleleng pada 14 s.d 17 November  kemarin. Dengan semangat juang yang tak kenal lelah, tim SMA Negeri 1 Seririt berhasil meraih dua posisi bergengsi yakni Juara 1 dan Juara 3 pada kompetisi yang diikuti oleh tim-tim dari SMA dan klub se-Bali\r\n\r\nTim Juara 1 yang mengukir sejarah kemenangan yaitu I Made Adi Ambara Putra, Komang Dipa Maha Putra, I Komang Deva Cahyadi Putra, Kadek Dwipa Sastra Wiguna.\r\nSementara itu, Tim Juara 3 yang juga berhasil menunjukkan performa luar biasa yaitu Putu Dylan Vedatama, Putu Dey Akka, Kadek Aprillo Satya Mahendra, Ricko Dika Oktaviano.\r\n\r\nPutu Agus Suar Ekkar Yasa, S.Pd., selaku Pembina tim mengungkapkan kebanggaannya terhadap pencapaian ini. “Ini adalah buah dari kerja keras, dedikasi, dan semangat yang tinggi, meskipun waktu persiapan terbatas tim berhasil menunjukkan kualitas dan kekompakan yang luar biasa”, ungkap Pembina Agus Suar.\r\n\r\nPerasaan penuh kebahagiaan juga menyelimuti tim juara, terutama Putu Dylan Vedatama yang mengungkapkan rasa senangnya bisa meraih juara 1 dengan waktu persiapan yang terbatas. “Senang dan tidak menyangka bisa mendapatkan juara 1, kami semua hanya punya waktu sekitar seminggu untuk latihan, tapi semangat dan kerja keras kami membuahkan hasil yang luar biasa”, ungkapnya. \r\n\r\nHarapan ke depannya, tim Smanser tidak akan berhenti di sini. “Semoga kami bisa terus meraih kemenangan di event-event berikutnya, dan terus mengharumkan nama sekolah,” ungkap Dylan dengan penuh optimisme.\r\n\r\nKontributor: [Elsy Wiantari dan Wina Apriliani]",https://www.instagram.com/p/DCiXe8ozWq1/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"???????? ??????????????, ??? ?????? ????? ??????? ???? ????? ? ????? ????????? ??? ???????? ????????",1a108a6e8468dde212176c4098d61cba.jpg,2024-11-20
72,"Keberhasilan luar biasa ditorehkan oleh tim basket putri SMA Negeri 1 Seririt dalam Kejuaraan 3x3 Buleleng Champion League yang diselenggarakan oleh Perbasi Buleleng pada 15 sd 17 November kemarin. Setelah berjuang keras, tim putri berhasil meraihJuara 2, dan tim B putri meraih Juara 3.\r\n\r\nTim A yang meraih Juara 2 beranggotakan Ni Kadek Anggi Iswarani, Ayu Adelia Friska Putri, Kadek Putri Suardianingsih Jevania, dan Ni Komang Thatiana Gita Mahadewi. Sementara itu, Tim B terdiri dari Mytha Ersa Renata, Ni Putu Dian Paramitha Widana, Luh Sinta Sadina Maharani, dan Ni Luh Tira Ayu Rikanaya.\r\n\r\nNyoman Suwidnya selaku pembina  menyampaikan kebanggaannya atas prestasi yang diraih timnya. “Saya sangat bangga dengan pencapaian anak-anak, mereka menunjukkan semangat, kedisiplinan, dan kerja keras yang luar biasa mulai dari latihan awal hingga pertandingan selesai"". Ujar pembina Suwidnya\r\n\r\nSementara itu Mytha Ersa Renata, salah satu pemain Tim B juga mengatakan senang dan bangga. “saya sudah mulai latihan sejak bulan Oktober, walaupun saat itu undangan resminya belum ada. Awalnya cuma dengar-dengar akan ada pertandingan di bulan November, tapi kami tetap mempersiapkan diri. Kami ingin siap kapan pun surat undangan dibagikan,” jelasnya\r\n\r\nBegitu undangan resmi diterima, tim langsung memperkuat latihan dan membentuk susunan pemain untuk bertanding.\r\n\r\nMytha menambahkan bahwa perjuangan timnya tidak mudah, tetapi kerja keras mereka terbayar dengan hasil yang membanggakan. “Perasaan kami tentu senang dan bangga, prestasi ini memotivasi kami untuk terus berusaha lebih keras ke depannya,”imbuhnya dengan penuh semangat.\r\n\r\nSebagai harapan, para pemain dan pembina tim basket putri SMA Negeri 1 Seririt menginginkan kemajuan bagi tim mereka,  berharap agar tim basket putri  bisa semakin maju dan berbagai kebutuhan dalam berlatih dapat terpenuhi. Serta dorongan untuk terus berkembang dan meraih prestasi yang lebih tinggi\r\n\r\nKontributor: [Putri Raju]",https://www.instagram.com/p/DCo4kHESsCX/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,??? ?????? ????? ??????? ???? ????? ? ????? ????????? ?????? ??? ???? ???????? ???????? ??????,8dbeb360378551dfb97473a2d75b8510.jpg,2024-11-20
73,"Keberhasilan luar biasa ditorehkan oleh tim basket putri SMA Negeri 1 Seririt dalam Kejuaraan 3x3 Buleleng Champion League yang diselenggarakan oleh Perbasi Buleleng pada 15 sd 17 November kemarin. Setelah berjuang keras, tim putri berhasil meraihJuara 2, dan tim B putri meraih Juara 3.\r\n\r\nTim A yang meraih Juara 2 beranggotakan Ni Kadek Anggi Iswarani, Ayu Adelia Friska Putri, Kadek Putri Suardianingsih Jevania, dan Ni Komang Thatiana Gita Mahadewi. Sementara itu, Tim B terdiri dari Mytha Ersa Renata, Ni Putu Dian Paramitha Widana, Luh Sinta Sadina Maharani, dan Ni Luh Tira Ayu Rikanaya.\r\n\r\nNyoman Suwidnya selaku pembina  menyampaikan kebanggaannya atas prestasi yang diraih timnya. “Saya sangat bangga dengan pencapaian anak-anak, mereka menunjukkan semangat, kedisiplinan, dan kerja keras yang luar biasa mulai dari latihan awal hingga pertandingan selesai"". Ujar pembina Suwidnya\r\n\r\nSementara itu Mytha Ersa Renata, salah satu pemain Tim B juga mengatakan senang dan bangga. “saya sudah mulai latihan sejak bulan Oktober, walaupun saat itu undangan resminya belum ada. Awalnya cuma dengar-dengar akan ada pertandingan di bulan November, tapi kami tetap mempersiapkan diri. Kami ingin siap kapan pun surat undangan dibagikan,” jelasnya\r\n\r\nBegitu undangan resmi diterima, tim langsung memperkuat latihan dan membentuk susunan pemain untuk bertanding.\r\n\r\nMytha menambahkan bahwa perjuangan timnya tidak mudah, tetapi kerja keras mereka terbayar dengan hasil yang membanggakan. “Perasaan kami tentu senang dan bangga, prestasi ini memotivasi kami untuk terus berusaha lebih keras ke depannya,”imbuhnya dengan penuh semangat.\r\n\r\nSebagai harapan, para pemain dan pembina tim basket putri SMA Negeri 1 Seririt menginginkan kemajuan bagi tim mereka,  berharap agar tim basket putri  bisa semakin maju dan berbagai kebutuhan dalam berlatih dapat terpenuhi. Serta dorongan untuk terus berkembang dan meraih prestasi yang lebih tinggi\r\n\r\nKontributor: [Putri Raju]",https://www.instagram.com/p/DCo4kHESsCX/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,"??? ?????? ????? ??????? ???? ????? ? ????? ????????? ?????? ??? ???? ???????? ???????? ??????",e3f278b2c8dd8218fb623858553fadd8.jpg,2024-11-20
74,"Prestasi membanggakan kembali diraih oleh siswa SMA Negeri 1 Seririt. Kali ini siswa atas nama Kadek Mela Anandita dan Putu Juwita Erlina berhasil meraih Juara II dan Juara Favorite Lomba Video Edukasi Tingkat SMA/SMK/MA se-Indonesia yang diselenggarakan oleh Jurusan Farmasi Universitas Muhammadiyah Gersik (UMG) pada Sabtu (2/11) lalu.\r\n\r\nDi konfirmasi dari persiapannya, Mela mengatakan bahwa dirinya baru tahu ada lomba ini seminggu sebelum pengumpulan karya, namun Mela beserta tim tetap bertekad untuk mengikuti lomba, ""jadi Mela segera mendaftar dan menghubungi Ni Putu Irma Satya Pratiwi S.Pd selaku pembina untuk membimbing Mela dan juga tim"" ungkapnya \r\n\r\nDengan waktu pembuatan dan pengumpulan video yang singkat, mereka awalnya tidak yakin jika akan mendapatkan juara, tapi puji syukur akhirnya mereka terpilih menjadi Juara ke II dan Juara Favorite.\r\n\r\nNi Putu Irma Satya Pratiwi S.Pd selaku pembina mengatakan tentunya merasa bangga dengan prestasi yang diraih oleh siswa binaannya. ""Karena waktu  persiapan lomba sangat terbatas, jadi saya ada tantangan tersendiri selama membina"" ujarnya\r\n\r\nAtas prestasi yang diraihnya, Mela menambahkan senang sekali, karena ini kali pertamanya ia mengikuti perlombaan dan langsung berhasil untuk meraih juara serta pastinya atas bantuan warga Smanser yang andil dalam mendukung karyanya yang diposting di media sosial, kemudian bantuan pembina yang sudah membantunya selama perlombaan ini.\r\n\r\nDalam raihannya, Mela berharap ""semoga ke depannya saya bisa semakin terus diberi kesempatan untuk ikut perlombaan lagi agar ia bisa membanggakan nama sekolah dan orang tua"". imbuhnya \r\n\r\nKontributor - [Jelita Pebriani]",https://www.instagram.com/p/DC1bf35T4jq/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,????? ??? ?????? ? ??????? ???? ????? ?? ??? ????? ???????? ????? ????? ??????? ??????? ???/???/?? ?,bee426934a3facdf6ac056e2bc6e61a3.jpg,2024-11-26
75,"Serangkaian kegiatan pada MAGIC Jurusan Manajemen Undiksha Singaraja pada 8 sd 14 Desember kemarin. Dengan semangat dan jiwa Kompetitif yang tinggi Tim basket SMA Negeri 1 Seririt akhirnya berhasil meraih juara 1 lomba basket 5x5 tingkat SMA/SMK putra se-Provinsi Bali.\r\n\r\nTim yang beranggotakan I Komang Deva Cahyadi Putra, Putu Dey Akka, Ricko Dika Oktaviano, I Made Adi Ambara Putra, Niji Satya Pratama, komang dipa maha putra, Putu Agus Gelgel Pratama, Kadek Dwipa Sastra Wiguna, Kadek Aprilo Sattya Mahendra, Putu Abie Anggara Suaranada, Made adhipta Surya Dwi putra, Adhika Kosala, I Dewa Gede Agung Dharmika Putra, Putu Rama Andromeda dan Putu Ananda Yowana Putra.\r\n\r\nPutu Agus Suar Ekkar Yasa sebagai Pembina menyampaikan kebanggaannya atas prestasi yang diraih timnya, dengan persiapan yang dilakukan selama kurang lebih satu bulan. “Untuk latihan saya lakukan sepulang sekolah setiap hari, tetapi pada saat hujan latihan akan saya tiadakan"", ujar pembina Agus Suar.\r\n\r\nSementara itu I Komang Deva Cahyadi Putra salah satu pemain mengatakan,  perasaan setelah menjadi juara biasanya bercampur antara bangga, lega, dan bahagia, karena kerja kerasnya terbayar, serta kebanggaan bisa mengharumkan nama diri sendiri, tim, dan sekolah. \r\n\r\n“Jadi ini saya jadikan motivasi untuk terus berkembang dan mempertahankan prestasi dimasa depan dan menginspirasi orang lain”, Jelasnya\r\n\r\nKontributor: [Indri, Jelita dan Wilta]",https://www.facebook.com/share/p/19W17uTgjn/,??? ?????? ??????? ??????? ???? ????? ? ????? ?????? ??? ??????? ???/??? ????? ??- ???????? ????,8cfc2e37cddc652e3ea6de460aa631b7.jpg,2024-12-18
